"movieNm","salesAcc","movieCd","salesAmt","salesShare","salesInten","salesChange","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt","genreNm","dir_peopleNm","act_peopleNm1","act_peopleNm2","watchGradeNm"
그레이트 월,4265161858,20163580,113944800,1.7,-11814100,-9.4,12809,-1096,-7.9,488683,311,601,판타지,장예모,맷 데이먼,페드로 파스칼,"12세이상관람가"
그레텔과 헨젤,81332560,20208182,22450140,1.8,8802140,64.5,2463,958,63.7,9049,322,460,판타지,오즈 퍼킨스,소피아 릴리스,앨리스 크리지,"15세이상관람가"
그리고 우린 춤을 추었다,36501690,20201052,3183970,1,-1128300,-26.2,382,-97,-20.3,4183,74,96,드라마,레반 아킨,레반 겔바키아니,바치 발리시빌리,"15세이상관람가"
그린 나이트,185321310,20218834,10835540,0.3,-1438560,-11.7,1102,-176,-13.8,19740,78,106,어드벤처,데이빗 로워리,데브 파텔,알리시아 비칸데르,"15세이상관람가"
그린 북,3689881360,20184574,2663500,1,2603500,4339.2,530,518,4316.7,441993,100,159,드라마,피터 패럴리,비고 모텐슨,마허샬라 알리,"12세이상관람가"
그린랜드,2684965240,20204008,13325180,1.7,5130080,62.6,1493,528,54.7,314034,257,334,액션,릭 로먼 워,제라드 버틀러,모레나 바카린,"12세이상관람가"
그물,355009300,20167867,34941900,2.4,-4029200,-10.3,4961,-494,-9.1,45794,343,761,드라마,김기덕,류승범,이원근,"15세이상관람가"
극비수사,21878217997,20148855,189835200,1.8,67348700,55,24272,8221,51.2,2793755,206,418,드라마,곽경택,김윤석,유해진,"15세이상관람가"
극장판 5등분의 신부,470219500,20226751,76593400,6.1,74723900,3997,7722,7543,4214,43049,51,67,애니메이션,진보 마사토,마츠오카 요시츠구,하나자와 카나,"12세이상관람가"
극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,275590000,20136860,116233000,1.1,10905000,10.4,17166,1519,9.7,41056,183,292,액션,가네다 오사무,이노우에 마사히로,오자와 료타,전체관람가
극장판 공룡메카드: 타이니소어의 섬,3047959330,20183915,60067810,0.5,46368810,338.5,7624,5660,288.2,398141,194,247,애니메이션,최신규,김서영,엄상현,전체관람가
극장판 귀멸의 칼날: 무한열차편,20872219000,20200703,11742440,1.7,910340,8.4,1197,104,9.5,2173916,219,306,애니메이션,소토자키 하루오,하나에 나츠키,키토 아카리,"15세이상관람가"
극장판 기븐,7655970,20201105,7655970,1.5,7655970,100,905,905,100,905,103,155,애니메이션,야마구치 히카루,야노 쇼고,우치다 유우마,"15세이상관람가"
극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,800219800,20153470,25478500,0.3,-1453900,-5.4,3499,-221,-5.9,110897,53,55,애니메이션,오오스기 요시히로,미즈타 와사비,오오하라 메구미,전체관람가
극장판 도라에몽: 신 진구의 버스 오브 재팬,482548500,20165285,28628400,0.3,-7085700,-19.8,3552,-985,-21.7,62699,97,107,애니메이션,야쿠와 신노스케,채민지,김정아,전체관람가
극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,962565500,20127266,27346500,0.7,3033000,12.5,4234,538,14.6,149030,103,166,애니메이션,쿠스바 고조,미즈타 와사비,오오하라 메구미,전체관람가
극장판 도라에몽: 진구의 남극 꽁꽁 대모험,892644600,20179085,36758200,0.7,-125557600,-77.4,5637,-17033,-75.1,125479,217,263,애니메이션,다카하시 아츠시,미즈타 와사비,오오하라 메구미,전체관람가
극장판 도라에몽: 진구의 보물섬,1138688900,20187641,43562600,1.3,2588700,6.3,6435,415,6.9,151095,352,437,애니메이션,이마이 카즈아키,윤아영,김정아,전체관람가
극장판 도라에몽: 진구의 비밀도구 박물관,741772500,20139383,16562500,0.3,2849500,20.8,2746,499,22.2,115891,70,91,애니메이션,테라모토 유키요,미즈타 와사비,오오하라 메구미,전체관람가
극장판 도라에몽: 진구의 신공룡,523610210,20218875,34837420,0.8,3882040,12.5,3932,547,16.2,60427,197,227,애니메이션,이마이 카즈아키,윤아영,김정아,전체관람가
극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,201718200,20140181,161038800,1.6,150239600,1391.2,22667,21186,1430.5,28051,275,429,애니메이션,야쿠와 신노스케,미즈타 와사비,오오하라 메구미,전체관람가
극장판 또봇: 로봇군단의 습격,936825300,20174165,58932300,0.7,-74978000,-56,7504,-9645,-56.2,121951,148,225,애니메이션,고동우,하룡이,신경선,전체관람가
극장판 레이디버그: 미라클스톤의 비밀,58055700,20178444,19419200,0.5,-6330300,-24.6,2578,-1223,-32.2,7879,270,307,애니메이션,토마스 아스트뤽,여민정,남도형,전체관람가
극장판 루팡 3세 VS 명탐정 코난,1159275805,20148648,224557500,2.3,194951700,658.5,31972,27555,623.8,165464,252,488,애니메이션,카메가키 하지메,강수진,김선혜,"12세이상관람가"
극장판 미니특공대: 공룡왕 디노 ,559526960,20192984,83643860,1.7,9683280,13.1,10519,989,10.4,71671,316,420,애니메이션,이영준,신용우,엄상현,전체관람가
극장판 미니특공대: 햄버거괴물의 습격,380700600,20206588,21157100,1.5,3211700,17.9,2602,373,16.7,47195,195,226,애니메이션,이영준,엄상현,양정화,전체관람가
극장판 반지의 비밀일기,56615700,20194045,27236200,0.5,24786700,1011.9,3353,2979,796.5,6997,277,340,애니메이션,한승우,방연지,김선혜,전체관람가
극장판 뽀잉: 슈퍼 변신의 비밀,233678600,20189746,45467000,0.4,2775500,6.5,5920,565,10.6,29795,219,251,애니메이션,정미화,전태열,엄상현,전체관람가
극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,364020700,20211831,7323200,0.5,6237600,574.6,769,662,618.7,33925,23,39,애니메이션,카와노 아야코,마츠오카 요시츠구,토마츠 하루카,"12세이상관람가"
극장판 시그널,39210500,20223403,3677500,0.6,-977500,-21,687,-175,-20.3,6016,51,75,드라마,하시모토 하지메,사카구치 켄타로,키타무라 카즈키,"12세이상관람가"
극장판 썬더일레븐GO : 궁극의 우정 그리폰,559754000,20125806,36576500,0.6,5499500,17.7,5765,928,19.2,81910,91,154,애니메이션,미야오 요시카즈,문남숙,전숙경,전체관람가
극장판 아이엠스타 : 꿈의 오디션!,963904500,20150725,50613500,0.6,-120200,-0.2,6636,-59,-0.9,129907,97,128,애니메이션,키무라 류이치,정혜원,이용신,전체관람가
극장판 안녕 자두야,2064751100,20162704,32276200,0.4,31107200,2661,4206,4059,2761.2,270454,105,138,애니메이션,손석우,여민정,양정화,전체관람가
극장판 안녕 자두야: 제주도의 비밀,788922900,20212952,66243270,4.6,-2931370,-4.2,7471,-348,-4.5,89584,529,760,애니메이션,손석우,여민정,정혜옥,전체관람가
극장판 엄마 까투리: 도시로 간 까투리 가족,977935244,20226444,21156300,0.9,6086200,40.4,2413,692,40.2,104374,275,316,애니메이션,정길훈,김서영,이윤희,전체관람가
극장판 엉덩이 탐정: 텐텐마을의 수수께끼,35855370,20206178,22909370,1.6,17205150,301.6,3084,2330,309,4874,155,314,애니메이션,시바타 히로키,김은아,소연,전체관람가
극장판 엉덩이 탐정: 화려한 사건 수첩,1010318400,20191601,73168580,0.7,12707580,21,9290,1641,21.5,127100,203,244,애니메이션,히라야마 미호,김은아,소연,전체관람가
극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,830405900,20171022,95192700,1.8,86646700,1013.9,12091,11027,1036.4,108199,161,294,애니메이션,닛타 노리오,이지현,여윤미,전체관람가
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,908140400,20188304,228096450,2.1,12981550,6,30321,2546,9.2,118270,372,528,애니메이션,우시로 신지,여민정,김지율,전체관람가
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2143194180,20164521,137209800,1.5,-43170600,-23.9,19503,-3543,-15.4,285231,214,301,애니메이션,타카하시 시게하루,토마츠 하루카,유키 아오이,전체관람가
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,1230547900,20172142,106842700,0.8,17520300,19.6,14269,2502,21.3,168102,196,241,애니메이션,우시로 신지,박경혜,홍범기,전체관람가
극장판 윌벤져스 : 수상한 캠핑 대소동,150648000,20225114,68291100,0.8,7123100,11.6,6486,691,11.9,15059,110,148,애니메이션,신창환,샘 해밍턴,김서영,전체관람가
극장판 유희왕 더 다크 사이드 오브 디멘션즈,110911200,20163981,69762500,0.7,53726400,335,8772,6947,380.7,13739,208,280,애니메이션,쿠와바라 사토시,엄상현,장성호,전체관람가
극장판 주술회전 0,6303070010,20223278,14661700,0.1,11227000,326.9,1313,1020,348.1,634835,32,33,애니메이션,박성후,오가타 메구미,하나자와 카나,"15세이상관람가"
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2300546700,20178321,73380400,0.5,-678700,-0.9,9659,-261,-2.6,316654,139,184,애니메이션,하시모토 마사카즈,박영남,양정화,전체관람가
극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,1756201730,20218604,42743650,1,38911850,1015.5,4390,3934,862.7,184847,218,293,애니메이션,쿄고쿠 타카히코,박영남,김환진,전체관람가
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,912859740,20202281,4336500,0.6,1166760,36.8,489,77,18.7,112256,92,104,애니메이션,하시모토 마사카즈,박영남,김환진,전체관람가
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2646546100,20183479,62798150,1,-1191250,-1.9,7849,-212,-2.6,341069,157,210,애니메이션,타카하시 와타루,박영남,강희선,전체관람가
극장판 콩순이: 장난감나라 대모험,577249720,20217174,48058410,4,2927870,6.5,5356,314,6.2,65559,387,557,애니메이션,이선명,박리나,김은아,전체관람가
극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,629307900,20157883,117176000,2.1,12868200,12.3,15725,1597,11.3,85376,266,444,액션,와타나베 카츠야,시손 쥰,세키네 츠토무,전체관람가
극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,322424800,20161796,152166300,2.6,17242500,12.8,19294,2072,12,41116,404,713,액션,나카자와 쇼지로,김혜성,안용욱,전체관람가
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 팔라딘; 아가트람,9600370,20219551,9600370,0.8,9600370,100,936,936,100,936,44,59,애니메이션,아라이 카즈토,미야노 마모루,시마자키 노부나가,"15세이상관람가"
극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,316613100,20041524,81406700,0.6,-53817200,-39.8,11165,-7474,-40.1,44542,120,229,애니메이션,유야마 쿠니히코,마츠모토 리카,오오타니 이쿠에,전체관람가
극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,690129180,20206062,32836490,2.3,2728160,9.1,4021,316,8.5,86080,300,349,애니메이션,유야마 쿠니히코,이선호,홍시호,전체관람가
극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,1724646500,20112708,30059000,1.5,-19252000,-39,4523,-2924,-39.3,254379,153,247,애니메이션,유야마 쿠니히코,마츠모토 리카,츠루노 타케시,전체관람가
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2314523500,20112709,86262000,1.6,-22613000,-20.8,12541,-3789,-23.2,349214,152,243,애니메이션,유야마 쿠니히코,미즈키 나나,마츠모토 리카,전체관람가
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",999477500,20134592,532920000,6.8,363585000,214.7,81092,54454,204.4,154455,406,1082,애니메이션,유야마 쿠니히코,이선호,장경희,전체관람가
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,1047878750,20128247,21440500,0.6,-232067500,-91.5,5534,-59228,-91.5,271023,170,303,애니메이션,유야마 쿠니히코,마츠모토 리카,오오타니 이쿠에,전체관람가
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,1240227000,20135305,61242700,0.8,57156500,1398.8,8056,7509,1372.8,164044,327,446,애니메이션,유야마 쿠니히코,마츠모토 리카,오오타니 이쿠에,전체관람가
극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,5378059670,20135304,44137580,0.5,4415380,11.1,4630,525,12.8,570822,73,95,애니메이션,유야마 쿠니히코,마츠모토 리카,오오타니 이쿠에,전체관람가
극장판 프랭키와 친구들: 생명의 나무,166228500,20162431,47933000,1.2,43785600,1055.7,6116,5580,1041,21071,245,344,애니메이션,박정오,박정오,이소은,전체관람가
극장판 헬로카봇 : 달나라를 구해줘!,4161043190,20193821,160499590,2.7,145738770,987.3,20352,18435,961.7,536726,408,602,애니메이션,최신규,이지현,김용준,전체관람가
극장판 헬로카봇 : 백악기 시대,5673660500,20186501,186673000,1.2,98793700,112.4,24070,12450,107.1,758857,254,318,애니메이션,최신규,이지현,김용준,전체관람가
극장판 헬로카봇: 수상한 마술단의 비밀,2006349180,20226670,61376498,2.7,8991601,17.2,6507,870,15.4,213585,344,477,애니메이션,정승원,이지현,조경이,전체관람가
극장판 헬로카봇: 옴파로스 섬의 비밀,4278216120,20185478,68805630,0.8,52138930,312.8,8716,6189,244.9,547873,165,213,애니메이션,최신규,이지현,김용준,전체관람가
극적인 하룻밤,2133838362,20157501,114333680,4.2,28878180,33.8,13733,2631,23.7,262557,336,970,멜로/로맨스,하기호,윤계상,한예리,청소년관람불가
극한직업,139399687856,20182530,99931090,1.5,53753900,116.4,11243,5827,107.6,16232517,348,568,코미디,이병헌,류승룡,이하늬,"15세이상관람가"
글래디에이터: 로마 영웅 탄생의 비밀 3D,128641500,20134102,109489500,2.1,104187000,1964.9,16204,15425,1980.1,18994,275,595,애니메이션,이기니오 스트라피,황광희,김예원,전체관람가
글래스,4032786992,20182544,145160380,1.2,62681710,76,13897,5509,65.7,440869,358,679,드라마,M. 나이트 샤말란,제임스 맥어보이,브루스 윌리스,"15세이상관람가"
글로리데이,1411647468,20159643,15958500,2,-1121000,-6.6,2140,-125,-5.5,179641,230,421,드라마,최정열,지수,김준면,"15세이상관람가"
기기괴괴 성형수,855879400,20201687,3550000,0.6,30000,0.9,705,3,0.4,100794,4,5,공포(호러),조경훈,문남숙,장민혁,"15세이상관람가"
기묘한 가족,1397579995,20174169,418279954,4.8,167179813,66.6,49596,19640,65.6,173481,610,1753,코미디,이민재,정재영,김남길,"12세이상관람가"
기방도령,2121239310,20185353,151850090,6.5,-1440990,-0.9,19508,-112,-0.6,259310,569,1848,코미디,남대중,이준호,정소민,"15세이상관람가"
기생수 파트1,1474474685,20144621,32387300,2.3,712000,2.2,4146,101,2.5,178846,167,376,스릴러,야마자키 타카시,소메타니 쇼타,후카츠 에리,청소년관람불가
기생수 파트2,400593859,20158561,38631400,2.7,-65315500,-62.8,5004,-7342,-59.5,49139,250,673,SF,야마자키 타카시,소메타니 쇼타,아베 사다오,청소년관람불가
기생충,87231822075,20183782,6889800,0.6,-425580,-5.8,984,-24,-2.4,10284750,101,191,드라마,봉준호,송강호,이선균,"15세이상관람가"
기술자들,19443145183,20149265,384417700,4.5,-25526600,-6.2,46803,-3527,-7,2506515,339,964,범죄,김홍선,김우빈,김영철,"15세이상관람가"
기억의 밤,10188155460,20173581,270361200,3.2,72067300,36.3,32385,6200,23.7,1327290,465,946,미스터리,장항준,강하늘,김무열,"15세이상관람가"
기적,6581255210,20200474,10647000,1.2,9137000,605.1,1601,1305,440.9,708490,24,36,드라마,이장훈,박정민,이성민,"12세이상관람가"
김광석,654930100,20166132,48533200,0.6,-1750900,-3.5,5738,-348,-5.7,82945,123,212,다큐멘터리,이상호,김광석,이상호,"15세이상관람가"
깡철이,8518910462,20123381,17868500,1,-27431500,-60.6,2629,-3655,-58.2,1200096,142,377,드라마,안권태,유아인,김해숙,"15세이상관람가"
꼬마 잠수함 올리 2,82817600,20143314,50418100,0.8,38985600,341,6919,4779,223.3,12128,186,272,애니메이션,밥 두셋,김경희,최윤정,전체관람가
꼬마영웅 경찰차 프로디,335363500,20136783,55089000,1.8,-14011000,-20.3,8329,-1985,-19.2,50617,175,331,애니메이션,라스무스 A. 실버르센,이선,엄상현,전체관람가
꼭두각시,222198500,20138712,19911000,0.9,-865500,-4.2,2965,-98,-3.2,30795,132,374,공포(호러),권영락,이종수,구지성,청소년관람불가
꽃다발 같은 사랑을 했다,131234980,20218333,23227840,1.1,1468980,6.8,2330,-75,-3.1,14468,194,234,멜로/로맨스,도이 노부히로,아리무라 카스미,스다 마사키,"12세이상관람가"
